words level
vaccin A2
vacciner B1
vache A1
vaincre B2
vainqueur B2
vaisselle A2
valable A1
valeur B1
valide B2
valider B1
validite A1
valise A1.1
vallee B1
valoir A2
vanille B1
vanite B2
vaniteux B2
vantard B2
vanter B2
variable B2
variation B2
varicelle B1
vaste B1
vautour B2
veau B2
vecteur B2
vegetal B2
vegetarien B1
veille B2
"veille de" B1
veine B2
veineux B2
velo A1.1
"vendeur vendeuse" A1.1
"vendre " A2
vendredi A1.1
venerien B2
venir A1.1
"venir de" B1
vent A1.1
vente A2
ventral B2
ventre A2
"ver de terre" B2
verbe A1
verglace B2
verglas B2
verification B1
verifier A2
verite B1
vermicelle B1
verre A1.1
vers A1
versant B2
verser B1
"verser des interets" B2
"version francaise" B1
"version originale" B1
"version sous-titree" B1
vert A1.1
vertebral B2
vertebre B2
vertical B1
vertige B2
vesicule B2
veste A1
vestiaire B1
vetement A1.1
veticale B2
veuf A1
vexe B2
vexer B2
viande A1.1
victime B1
victoire B1
victorieusement B2
vidange B2
vidanger B2
vide A1
video A1.1
videoprojecteur B1
vide-ordures B2
vider A2
vie A2
vieillard B2
vieillesse B1
viennoiserie B2
vieux A1.1
vif B1
"vif d'esprit" B2
vignette B2
villa B2
village A1.1
ville A1.1
vin A1
"vin de pays" B2
"vin de table" B2
vinaigre B1
vinaigrette B1
vingtaine B2
violence B1
violent B1
violet A2
violette A2
violon A2
vipere B2
virage B2
viral B2
virement B1
virer B1
virgule A1
virtuel B2
virus B1
visa A1
visage A2
visee B2
viser B2
visibilite B1
visible B1
vision B1
visite A1
visiter A1.1
visiteur B1
visuel B1
vital B1
vitamine B1
vite A1.1
vitesse A1
vitre B2
vitrine B2
vivant A1
vivante B2
vivre A1
"vivre avec" A2
vocabulaire A2
voici A1
voie A1
"voie rapide" B2
voila A1
"voila comment" B2
voilage B2
voile B2
voir A1.1
voisin A1.1
voisinage B1
voiture A1.1
"voiture de course" B2
voiture-restaurant B2
voix A2
vol A1
volaille B2
volant A2
voler A2
volet B2
voleur B2
volley-ball B2
volontaire B2
volonte B1
volume B2
volumineux B2
vomir B2
votation B2
vote A1
voter A1
vouloir A1
"vouloir dire" A2
voute B2
voyage A1.1
"voyage d'affaires" B2
voyager A1.1
voyageur A1
voyagiste B2
vraisemblable B2
vraisemblablement B2
vue A2
w.c A1
wagon B2
week-end A1
XL B2
XXL B2
y B1
yaourt A1
yen A2
"Yom Kippour" A2
Zambie B2
zebre B2
zinc B2
zone B2
"zone bleue" B2
"zone industrielle" B2
zoo A2
