words;level
riz;A1.1
robe;B2
robe de nuit;B2
robot;B2
rocade;B2
roche;B2
rocher;B1
roi;A2
rôle;B1
roller;B2
rollers;B2
roman;B1
rompre;B2
rompre des négociations;B2
rond;A1
rond (n.);A2
rond-point;B2
roquefort;B2
rose (n. et adj.);A1
rotation;B2
rôti;A2
rôtir;B2
rotule;B2
roue;A2
roue de secours;B2
rouge;A1.1
rougeole;B2
rouget;B1
rougeur;B1
rougir;B1
rouler;B1
rouler à (+vitesse);B2
roulette;B2
routard;B2
route;A1
route nationale;B1
routier;B1
roux;A1.1
roux (n.);A2
royalisme;B1
royaliste;B1
rubrique;B1
rude;B2
rue;A1.1
rue piétonne;B2
rugby;A1
rugueux;B2
ruisseau;B2
rumsteck;B2
rupture;B2
rural;B1
ruse;B2
rusé;B2
russe;B1
rythme;B2
S (taille);B2
sable;B1
sabre;B2
sac;A1
sac à dos;A2
sac à main;A1
sac de couchage;B1
sac de voyage;B2
sachet;B2
sacoche;B2
sacré;B1
sacrement;B2
safari;B2
sage;B1
sage-femme;B2
sagesse;B1
saignant;B1
sain;B1
saint;B2
saisi;B2
saisir;B1
saison ;A1.1
saisonnier;B2
salade;A1.1
salade de fruits;B2
saladier;B2
salaire;A2
salaire minimum;B1
salarié;B2
sale;A1
salé;A1
saler;B1
salir;B1
salive;B2
salle;A1.1
salle à manger;A1
salle d'attente;B1
salle de bain;A1.1
salle de cours;A2
salle des fêtes (sauf Prim);A1
salle d'opération;B2
salon;A1.1
salubrité;B2
samedi;A1.1
SAMU;B1
sanctionner;B2
sandwich;A1
sang;A1
sanguin;B2
sanitaire;B2
sanitaires;B1
sans;A1.1
sans arrêt;B1
sans ça;B2
sans cesse;B2
sans doute;B1
sans emploi;B1
sans enfant;B2
sans papier;B1
sans plomb;B1
sans quoi;B2
sans tarder;B2
sans valeur;B2
sans-papiers;B2
santé;A2
sapin;A2
sardine;B2
satellite;B1
satisfaction;B1
satisfaire;B1
satisfaisant;B1
satisfait;B1
sauce;A2
saucisse;B2
saucisson;B1
sauf;A2
saule;B2
saumon;A2
saut;B1
sauté de veau;B2
sauter;A2
sauvage;A2
sauver;A2
saveur;B1
savoir;A1.1
savon;A1
savon à barbe;B2
savourer;B2
savoureux;B2
scanner;B1
scarabée;B2
scarole;B2
scène;B1
science (notion);A1
sciences;B2
sciences de la terre;B2
sciences humaines;B2
sciences sociales;B2
scientifique;A1
scolaire;B1
scolarité;B1
scooter;A1
score;B2
scorpion;B2
scrutin;B2
sculpteur;B2
sculpture;B2
se baigner;A2
se marier (sauf Prim);A1
se rappeler;A2
se retrouver;B1
se réunir;B1
se servir de qch;B1
séance (cinéma);B1
sec;A1
sèche-cheveux;A2
sécher;B2
sécher (faire);B1
sécheresse;B1
second;A1
secondaire;B1
seconde;A1
secouer;B2
secourir;B1
secours;A1
secrétaire;A2
secrétariat;B1
secte;B2
secteur;B1
secteur (d'activité);B2
section;B2
sécurité  ;B1
sécurité sociale;B1
séduction;B2
séduire;B1
segement;B2
seigle;B2
sein;B2
séjour;B1
sel;A1
sélection;B1
sélectionner;B1
self-service;B1
semaine;A1.1
semblable;B1
sembler;B1
semelle;B2
semestre;B2
semestriel;B2
séminaire;B2
sémiologie;B2
semoule;B2
s'en aller;B2
sénat;B1
sénateur;B2
senior;B1
sens;B1
sens interdit;B2
sensation;B1
sensé;B2
sensible;B1
senteur;B2
sentier;B2
sentiment;A2
sentir;A1
sentir bon;B2
sentir mal (se);B1
séparation;B1
séparé;A2
séparément;B2
séparer (se);A2
septembre;A1.1
septembre ;A1.1
serein;B2
sérénité;B2
série;B1
sérieux;A2
serment;B2
serpent;B2
serpillière;B2
serré;B2
serrer;B1
serveur;A2
serveuse;B2
service;A2
service (rendre -);A2
service à dîner;B2
service compris;B2
service de table;B2
service du personnel;B1
services;B2
services administratifs;B2
serviette;A1.1
serviette de bain;A1.1
servir;A1
servir à;B2
seul;A2
sévère;A2
sexe;A1
sexualité;B1
sexuel;B1
shampooing;A1
short;A1.1
short ;B2
si;A2
si bien que;B2
si et seulement si;B2
sida;A2
siècle;B1
siège;B1
sifflement;B2
siffler;B1
signalisation;B2
signature;A2
signe;B1
signé;B2
signer;A2
significatif;B2
signifier;B1
silence;A1
silencieux;B1
similaire;B2
similitude;B2
simple;A1.1
simplicité;B1
simplifier;B2
simultané;B2
simultanéité;B2
simultanément;B2
sincère;B1
sincérité;B1
singulier;A1
sinon;A2
s'investir;B2
sirop;A2
site;A2
situation;B2
situation de famille;A2
situation régulière;B2
situé;B1
situer (se);B2
sixième;B2
ski;A2
ski nautique;B2
skier;A2
skieur;B2
slip;A1
slogan;B1
SMS (sauf Prim);A2
snack;B2
SNCF;B2
sociable;B1
social;A1
socialisme;B1
socialiste;B1
société;A1
sociologie;B2
soda;B1
sodium;B2
sœur;A1.1
soie;B1
soif;A1
soigner;A2
soins;B1
soir;A1.1
soirée;B1
soit;B2
soixantaine;B2
sol;B1
solde (en);B2
soldes;A2
sole;B1
soleil;A1
solidarité;A1
solide;A2
solidité;B1
soliste;B2
solitaire;B2
solitude;B2
solution;B1
sombre;A2
sommaire;B1
somme;B1
sommeil;B1
sommelier;B2
sommet;B1
son (n.);A1
sondage;A2
sonner;A2
sonnerie;B1
sonnette;B1
sonore;B1
sonorité;B2
sorbet;A2
sorte;B1
sortie;A1.1
sortir;A1.1
sortir avec;A2
soucieux;B2
soudain;B1
soudainement;B2
soufflé;B2
souffrance;B1
souffrant;B2
souffrir  ;B1
souffrir (de);B1
soufre;B2
soulagement;B2
soulèvement;B2
soulever;A2
souligner;A2
soupe;A1
souper;B1
souple;B1
souplesse;B1
source;B2
sourcil;B2
sourd;B1
souriant;B1
sournois;B2
sous;A1.1
sous vide;B2
souscrire;B2
sous-estimer;B2
sous-louer;B2
soustraction;B1
soustraire;B2
sous-verre;B2
sous-vêtement;B2
soutenir;B1
soutien;B1
soutien-gorge;A1
souvent;A1.1
spacieux;B2
spaghettis;B1
sparadrap;B2
spécial;A2
spécialiste;B1
spécialité;B1
spécifique;B2
spectacle;A1
spectateur;A2
sphère;B1
sphérique;B2
spirale;B2
sport;A1.1
sportif;A2
square;B1
squat;B2
squatter;B2
squelette;B2
stabiliser (se);B2
stabilité;B2
stable;B1
stade;A1.1
stage;A2
stagiaire;B1
station;A1
station service;A1
stationnaire;B2
stationnement;B1
stationner;B1
station-service;B1
statique;B2
statistique;B2
steak;A2
steak tartare;B2
stère;B2
stéthoscope;B2
steward;B1
stomacal;B2
stomatologue;B2
stop;A2
stopper;B2
store;B2
stress;B1
stressé;B1
stresser;B1
structure;B2
studio;A2
stupéfiant;B2
stupidité;B1
stylo;A1.1
stylo à bille;B2
subir;B2
subjonctif;B1
subordonné;B2
subsister;B2
substance;B1
subtil;B2
subventionner;B2
succès;B1
successif;B2
succulent;B2
sucre;A1.1
sucré;A1
sucre glace;B2
sucrer;B1
sud;A1
sud-est;B1
sud-ouest;B1
suffire;B2
suffire à;B1
suffisamment;B2
suisse;A2
suite;B2
suivant;B1
suivre;B1
suivre des yeux;B2
suivre du regard;B1
suivre un cours;B1
sujet;B1
super;A1.1
superficie;B2
supérieur;B1
supériorité;B1
superlatif;B2
supermarché;A1
suppléant;B2
supplément;B1
suppliant;B2
supplier;B2
support;B2
supportable;B1
supporter;B1
supporteur;B2
supposer;B1
suppression;B2
supprimer;A2
sur;A1.1
sûr;A1
sur le côté de;B2
sur mesure;B2
surdité;B2
sûrement;B1
surestimer;B2
surf;B2
surface;B1
surgelé;B1
surgeler;B2
sur-le-champ;B2
surlendemain;B2
surnom;B2
surpasser;B2
surprenant;B1
surprendre;B1
surprise;A2
surtout;B2
surveillant;B2
survêtement;A2
suspendre;B2
suspension;B2
syllabe;A1
syllabus;B2
symbol;B2
symétrie;B2
symétrique;B2
sympa;A1.1
sympathie;B1
sympathique;A2
sympathisant;B2
symptôme;B2
synagogue;A2
synchronisation;B2
synchroniser;B2
syndicat;B1
syndiqué;B2
syntaxe;B2
synthèse;B2
synthétique;B2
synthétiser;B2
système;B2
tabac;A2
tabagisme;B2
table;A1
table;A1.1
tableau;A2
tableau d'affichage;B2
tablette (sauf Prim);A1
tabouret;B2
tâche;B1
taille;A1
taire (se);B1
talent;B1
talon;B2
tandis que;B2
tangente;B2
tant … que;B2
tant que;B2
tante;A2
taper;A2
tapis;B2
tapisserie;B2
taquin;B2
taquiner;B2
taquinerie;B2
tard;A1
tard (plus);A2
tarif;A2
tarot;B2
tarte;A2
tartiner;B2
tasse;A1.1
tasser (se);B2
tâter;B2
taureau;B2
taux;B2
taxi;A1
technicien;B1
technique;B2
teckel;B2
Tee shirt;A1.1
tee-shirt;B2
teindre;B2
teint;B2
teinte;B2
télé-;B2
téléfilm;B2
téléphone;A1.1
téléphoner;A1.1
téléspectateur;B1
télévisé;B1
télévision (télé);A1.1
télévisuel;B2
tellement … que;B1
témoignage;B1
tempe;B2
tempérament;B2
température;A1
tempéré;B2
temple;B1
temporaire;B1
temps;A1.1
temps libre;A2
temps partiel;B2
temps plein;B2
tendance;B1
tendon;B2
tendre;B1
tendre l'oreille;B2
tendresse;B1
tendu;B2
tenir;A1
tenir (se);B2
tenir debout (se);B2
tenir en échec;B2
tennis;A2
tennis de table;B2
tension;B2
tente;A1
tenture;B2
tenue;B2
TER;B2
terme;B2
terminal;B1
terminer (se);B1
terminus;B1
terne;B2
terrain;A2
terrasse;B1
terre;A1
terre battue;B2
terre cuite;B2
terre-plein;B2
terrestre;B1
terreur;B2
terrible;A2
tertiaire;B2
test;A1
tête;A1.1
tête en l'air;B2
texte;A1
textile;B2
TGV;B2
thé;A1.1
théatre;A1.1
théâtre;A1
thème;B1
théologien;B2
théorème;B2
théorie;B1
théorique;B1
théoriser;B2
thérapie;B2
thermo-;B2
thermomètre;B1
thon;A2
thoracique;B2
thorax;B2
tibia;B2
ticket;A1.1
ticket de caisse;B2
tiède;B1
tiercé;B2
tiers;B2
tige;B2
tigre;B1
tilleul;B2
timbre;A1
timide;A2
timidité;B1
tir;B2
tirage;B2
tire-bouchon;B2
tirer;A2
tisane;B2
tissu;A2
titres;B2
titulaire;B2
toilette (faire sa -);A1
toilettes;A1
tolérance;A1
tolérant;B1
tolérer;B2
tomate;B2
tomber;A2
tomber amoureux;B1
tomber dans le coma;B2
tomber en panne;B1
tomber juste;B2
tome;B1
tonne;B1
tonneau;B2
top;A2
torchon;B2
tordre;B2
tordu;B2
tornade;B2
torrent;B2
torrentiel;B2
torsion;B2
tôt;A1
total;A1
totalité;B1
toucher;A1
toucher des intérêts;B2
toujours;A1.1
tour;B1
tour de cou;B2
tour de poitrine;B1
tourisme;A1
touriste;A2
touristique;B1
tournant;B2
tourner;A1
tourner (se);B1
tous;A2
tous les + n.;B2
tousser;A2
tout;A2
tout à coup;B2
tout à l'heure;A2
tout contre;B2
tout de même;B2
tout de suite;A2
tout droit;A1
tout à coup;B1
tout le temps;A1
tout près;B2
toutefois;B2
toutes les + n.;B2
toux;B1
tracer;B2
tract;B1
traducteur;B1
traduction;B1
traduire;A2
tragédie;B1
tragique;A2
train;A1.1
traîner (se);B2
trait(s) (caractéristiques);B2
traitement;B1
traiter;B1
traiteur;B1
trajectoire;B2
trajet;B2
tram(way);A1
tranche;B1
trancher;B2
tranquille;B1
tranquillité;B2
trans-;B2
transformation;B1
transformer;B2
transformer (se);B1
translation;B2
transmettre;A2
transport;A2
transporter;B1
transversal;B2
trapèze;B2
traumatisme;B2
travail;A1.1
travail à plein temps;B1
travail au noir;B2
travailler;A1.1
travailleur;B2
travaux;B1
travaux dirigés TD;B2
travaux pratiques  TP;B2
travers (de);B1
traversée;B1
traverser;A2
trekking;B2
trempé;B1
trentaine;B2
très;A1
très bien;B2
trésorier;B2
tri;B2
triangle;B1
triangulaire;B1
tribord;B2
tribunal;A2
tribune;B2
triceps;B2
tricot;B2
trier;B1
trilingue;B1
trimaran;B2
trimestre;B1
trimestriel;B2
trio;B2
triomphal;B2
triomphalement;B2
triomphe;B2
triompher;B2
triple;B2
triplés;B2
triste;A1
tristesse;A2
trois;A1
trois quarts  ;B1
trois quarts d'heure;B1
troisième;A1
troisième âge;B1
trop;A1.1
trop peu;B2
tropical;B1
tropique;B1
tropique (du Cancer/ du Capricorne);B2
trot;B2
trotter;B2
trottinette;B2
trou;B2
trouille;B2
troupeau;B2
trousse;A1.1
trousse ;A1
trouvé;B2
trouver ( - du travail);A2
trouver (se);B1
truite;B2
T-shirt;A1
tube;A2
tuberculeux;B2
tuberculose;B2
tulipe;A2
tumeur;B2
tunnel;B1
turbulent;B2
turquoise;B2
tympan;B2
type;B1
typhon;B2
typique;B1
ulcère;B2
ultérieur;B2
ultra-;B2
un;B2
un (nombre);A1
un autre;B2
un goût de;B2
un peu;A1
un peu de;A2
un peu partout;B2
un tiers;B2
une fois (il était -);B2
uniforme (costume);B1
union;B2
union libre;B2
unique;B1
unir;B1
unir (s');B2
unité;B2
unité de valeur;B2
universel;B1
universitaire;B2
université;A1
urbain;B2
urbanisme;B2
urgences;A1
urgences 112;B1
urne;B2
urologue;B2
usage;B2
usagé;B2
usé;B2
usine;A1
utile;A1
utilement;B2
utiliser;A2
utilité;B1
vacances;A1.1
vacancier;B1
vacataire;B2
vaccin;A2
vacciner;B1
vache;A1
vaincre;B2
vainqueur;B2
vaisselle (faire la - );A2
valable;A1
valeur;B1
valide;B2
valider;B1
validité;A1
valise;A1.1
vallée;B1
valoir;A2
vanille;B1
vanité;B2
vaniteux;B2
vantard;B2
vanter (se);B2
variable;B2
variation;B2
varicelle;B1
vaste;B1
vautour;B2
veau;B2
vecteur;B2
végétal;B2
végétarien;B1
veille;B2
veille de;B1
veine;B2
veineux;B2
vélo;A1.1
vendeur vendeuse;A1.1
vendre ;A2
vendredi;A1.1
vénérien;B2
venir;A1.1
venir de;B1
vent;A1.1
vente;A2
ventral;B2
ventre;A2
ver de terre;B2
verbe;A1
verglacé;B2
verglas;B2
vérification;B1
vérifier;A2
vérité;B1
vermicelle;B1
verre;A1.1
vers;A1
versant;B2
verser;B1
verser des intérêts;B2
version française;B1
version originale;B1
version sous-titrée;B1
vert;A1.1
vert (n.);A2
vertébral;B2
vertèbre;B2
vertical;B1
vertige;B2
vésicule;B2
veste;A1
vestiaire;B1
vêtement;A1.1
veticale;B2
veuf;A1
vexé;B2
vexer;B2
viande;A1.1
victime;B1
victoire;B1
victorieusement;B2
vidange;B2
vidanger;B2
vide;A1
vidéo;A1.1
vidéoprojecteur;B1
vide-ordures;B2
vider;A2
vie;A2
vieillard;B2
vieillesse;B1
viennoiserie;B2
vieux;A1.1
vif;B1
vif d'esprit;B2
vignette;B2
villa;B2
village;A1.1
ville;A1.1
vin;A1
vin de pays;B2
vin de table;B2
vinaigre;B1
vinaigrette;B1
vingtaine;B2
violence;B1
violent;B1
violet (adj.);A2
violette;A2
violon;A2
vipère;B2
virage;B2
viral;B2
virement;B1
virer;B1
virgule;A1
virtuel;B2
virus;B1
visa;A1
visage;A2
visée;B2
viser;B2
visibilité;B1
visible;B1
vision;B1
visite;A1
visiter;A1.1
visiteur;B1
visuel;B1
vital;B1
vitamine;B1
vite;A1.1
vitesse;A1
vitre;B2
vitrine;B2
vivant;A1
vivante (langue);B2
vivre;A1
vivre avec;A2
vocabulaire;A2
voici;A1
voie;A1
voie rapide;B2
rue piétonne;B1
voilà;A1
voilà comment;B2
voilage;B2
voile;B2
voir;A1.1
voisin;A1.1
voisinage (voisins);B1
voiture;A1.1
voiture de course;B2
voiture-restaurant;B2
voix;A2
vol;A1
volaille;B2
volant;A2
voler;A2
volet;B2
voleur;B2
volley-ball;B2
volontaire;B2
volonté;B1
volume;B2
volumineux;B2
vomir;B2
votation;B2
vote;A1
voter;A1
vouloir;A1
vouloir dire;A2
voûté;B2
voyage;A1.1
voyage d'affaires;B2
voyager;A1.1
voyageur;A1
voyagiste;B2
vraisemblable;B2
vraisemblablement;B2
vue;A2
w.c;A1
wagon;B2
week-end;A1
XL;B2
XXL;B2
y;B1
yaourt;A1
yen;A2
Yom Kippour;A2
Zambie;B2
zèbre;B2
zinc;B2
zone;B2
zone bleue;B2
zone industrielle;B2
zoo;A2
